"version","version2","id","severity","msg","verbose","cwe","inconclusive","file","line","column","info","Hyperlink to Finding","Hyperlink to MITRE CWE"
"2","2.19.0","unknownMacro","error","There is an unknown macro here somewhere. Configuration is required. If Py_END_ALLOW_THREADS is a macro then please configure it.","There is an unknown macro here somewhere. Configuration is required. If Py_END_ALLOW_THREADS is a macro then please configure it.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\socketmodule.c","5533","9","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\socketmodule.c#L5533"", ""\Modules\socketmodule.c#L5533"")",""
"2","2.19.0","missingIncludeSystem","information","Include file: &lt;netdb.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","Include file: &lt;netdb.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\socketmodule.c","273","4","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\socketmodule.c#L273"", ""\Modules\socketmodule.c#L273"")",""
"2","2.19.0","missingIncludeSystem","information","Include file: &lt;net/ethernet.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","Include file: &lt;net/ethernet.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\socketmodule.c","260","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\socketmodule.c#L260"", ""\Modules\socketmodule.c#L260"")",""
"2","2.19.0","missingIncludeSystem","information","Include file: &lt;net/if.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","Include file: &lt;net/if.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\socketmodule.c","256","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\socketmodule.c#L256"", ""\Modules\socketmodule.c#L256"")",""
"2","2.19.0","missingIncludeSystem","information","Include file: &lt;poll.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","Include file: &lt;poll.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\socketmodule.c","664","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\socketmodule.c#L664"", ""\Modules\socketmodule.c#L664"")",""
"2","2.19.0","missingIncludeSystem","information","Include file: &lt;sys/poll.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","Include file: &lt;sys/poll.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\socketmodule.c","666","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\socketmodule.c#L666"", ""\Modules\socketmodule.c#L666"")",""
"2","2.19.0","missingIncludeSystem","information","Include file: &lt;sys/socket.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","Include file: &lt;sys/socket.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\socketmodule.c","252","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\socketmodule.c#L252"", ""\Modules\socketmodule.c#L252"")",""
"2","2.19.0","missingIncludeSystem","information","Include file: &lt;sys/types.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","Include file: &lt;sys/types.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\socketmodule.c","248","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\socketmodule.c#L248"", ""\Modules\socketmodule.c#L248"")",""
"2","2.19.0","missingIncludeSystem","information","Include file: &lt;sys/uio.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","Include file: &lt;sys/uio.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\socketmodule.c","182","3","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\socketmodule.c#L182"", ""\Modules\socketmodule.c#L182"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_long.h&quot; not found.","Include file: &quot;pycore_long.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\clinic\socketmodule.c.h","9","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\clinic\socketmodule.c.h#L9"", ""\Modules\clinic\socketmodule.c.h#L9"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_modsupport.h&quot; not found.","Include file: &quot;pycore_modsupport.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\clinic\socketmodule.c.h","10","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\clinic\socketmodule.c.h#L10"", ""\Modules\clinic\socketmodule.c.h#L10"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;Python.h&quot; not found.","Include file: &quot;Python.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\symtablemodule.c","1","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\symtablemodule.c#L1"", ""\Modules\symtablemodule.c#L1"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_pythonrun.h&quot; not found.","Include file: &quot;pycore_pythonrun.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\symtablemodule.c","2","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\symtablemodule.c#L2"", ""\Modules\symtablemodule.c#L2"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_symtable.h&quot; not found.","Include file: &quot;pycore_symtable.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\symtablemodule.c","3","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\symtablemodule.c#L3"", ""\Modules\symtablemodule.c#L3"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_modsupport.h&quot; not found.","Include file: &quot;pycore_modsupport.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\clinic\symtablemodule.c.h","9","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\clinic\symtablemodule.c.h#L9"", ""\Modules\clinic\symtablemodule.c.h#L9"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;Python.h&quot; not found.","Include file: &quot;Python.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\syslogmodule.c","57","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\syslogmodule.c#L57"", ""\Modules\syslogmodule.c#L57"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;osdefs.h&quot; not found.","Include file: &quot;osdefs.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\syslogmodule.c","58","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\syslogmodule.c#L58"", ""\Modules\syslogmodule.c#L58"")",""
"2","2.19.0","missingIncludeSystem","information","Include file: &lt;syslog.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","Include file: &lt;syslog.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\syslogmodule.c","60","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\syslogmodule.c#L60"", ""\Modules\syslogmodule.c#L60"")",""
"2","2.19.0","normalCheckLevelMaxBranches","information","Limiting analysis of branches. Use --check-level=exhaustive to analyze all branches.","Limiting analysis of branches. Use --check-level=exhaustive to analyze all branches.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\syslogmodule.c","0","","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\syslogmodule.c#L0"", ""\Modules\syslogmodule.c#L0"")",""
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\syslogmodule.c","280","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\syslogmodule.c#L280"", ""\Modules\syslogmodule.c#L280"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","knownConditionTrueFalse","style","Condition &#039;openlog_ret==NULL&#039; is always true","Condition &#039;openlog_ret==NULL&#039; is always true","571","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\syslogmodule.c","232","25","Condition &#039;openlog_ret==NULL&#039; is always true","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\syslogmodule.c#L232"", ""\Modules\syslogmodule.c#L232"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/571.html"", ""CWE: 571"")"
"2","2.19.0","knownConditionTrueFalse","style","Condition &#039;openlog_ret==NULL&#039; is always true","Condition &#039;openlog_ret==NULL&#039; is always true","571","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\syslogmodule.c","231","52","Assignment &#039;openlog_ret=syslog_openlog_impl(module,NULL,0,LOG_USER)&#039;, assigned value is 0","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\syslogmodule.c#L231"", ""\Modules\syslogmodule.c#L231"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/571.html"", ""CWE: 571"")"
"2","2.19.0","knownConditionTrueFalse","style","Condition &#039;openlog_ret==NULL&#039; is always true","Condition &#039;openlog_ret==NULL&#039; is always true","571","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\syslogmodule.c","231","52","Calling function &#039;syslog_openlog_impl&#039; returns 0","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\syslogmodule.c#L231"", ""\Modules\syslogmodule.c#L231"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/571.html"", ""CWE: 571"")"
"2","2.19.0","constParameterPointer","style","Parameter &#039;module&#039; can be declared as pointer to const","Parameter &#039;module&#039; can be declared as pointer to const","398","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\syslogmodule.c","320","32","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\syslogmodule.c#L320"", ""\Modules\syslogmodule.c#L320"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/398.html"", ""CWE: 398"")"
"2","2.19.0","constParameterPointer","style","Parameter &#039;module&#039; can be declared as pointer to const","Parameter &#039;module&#039; can be declared as pointer to const","398","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\syslogmodule.c","336","32","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\syslogmodule.c#L336"", ""\Modules\syslogmodule.c#L336"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/398.html"", ""CWE: 398"")"
"2","2.19.0","toomanyconfigs","information","Too many #ifdef configurations - cppcheck only checks 12 of 13 configurations. Use --force to check all configurations.","Too many #ifdef configurations - cppcheck only checks 12 of 13 configurations. Use --force to check all configurations.","398","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\syslogmodule.c","0","","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\syslogmodule.c#L0"", ""\Modules\syslogmodule.c#L0"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/398.html"", ""CWE: 398"")"
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_critical_section.h&quot; not found.","Include file: &quot;pycore_critical_section.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\clinic\syslogmodule.c.h","9","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\clinic\syslogmodule.c.h#L9"", ""\Modules\clinic\syslogmodule.c.h#L9"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;pycore_modsupport.h&quot; not found.","Include file: &quot;pycore_modsupport.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\clinic\syslogmodule.c.h","10","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\clinic\syslogmodule.c.h#L10"", ""\Modules\clinic\syslogmodule.c.h#L10"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;pyconfig.h&quot; not found.","Include file: &quot;pyconfig.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","5","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L5"", ""\Modules\termios.c#L5"")",""
"2","2.19.0","missingInclude","information","Include file: &quot;Python.h&quot; not found.","Include file: &quot;Python.h&quot; not found.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","10","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L10"", ""\Modules\termios.c#L10"")",""
"2","2.19.0","missingIncludeSystem","information","Include file: &lt;string.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","Include file: &lt;string.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","12","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L12"", ""\Modules\termios.c#L12"")",""
"2","2.19.0","missingIncludeSystem","information","Include file: &lt;sys/ioctl.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","Include file: &lt;sys/ioctl.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","13","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L13"", ""\Modules\termios.c#L13"")",""
"2","2.19.0","missingIncludeSystem","information","Include file: &lt;termios.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","Include file: &lt;termios.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","14","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L14"", ""\Modules\termios.c#L14"")",""
"2","2.19.0","missingIncludeSystem","information","Include file: &lt;unistd.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","Include file: &lt;unistd.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","15","2","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L15"", ""\Modules\termios.c#L15"")",""
"2","2.19.0","normalCheckLevelMaxBranches","information","Limiting analysis of branches. Use --check-level=exhaustive to analyze all branches.","Limiting analysis of branches. Use --check-level=exhaustive to analyze all branches.","","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","0","","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L0"", ""\Modules\termios.c#L0"")",""
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","278","55","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L278"", ""\Modules\termios.c#L278"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","309","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L309"", ""\Modules\termios.c#L309"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","336","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L336"", ""\Modules\termios.c#L336"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","368","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L368"", ""\Modules\termios.c#L368"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","missingReturn","error","Found an exit path from function with non-void return type that has missing return statement","Found an exit path from function with non-void return type that has missing return statement","758","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","400","5","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L400"", ""\Modules\termios.c#L400"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/758.html"", ""CWE: 758"")"
"2","2.19.0","variableScope","style","The scope of the variable &#039;v&#039; can be reduced.","The scope of the variable &#039;v&#039; can be reduced. Warning: Be careful when fixing this message, especially when there are inner loops. Here is an example where cppcheck will write that the scope for &#039;i&#039; can be reduced:
void f(int x)
{
    int i = 0;
    if (x) {
        // it&#039;s safe to move &#039;int i = 0;&#039; here
        for (int n = 0; n &lt; 10; ++n) {
            // it is possible but not safe to move &#039;int i = 0;&#039; here
            do_something(&amp;i);
        }
    }
}
When you see this message it is always safe to reduce the variable scope 1 level.","398","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","248","15","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L248"", ""\Modules\termios.c#L248"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/398.html"", ""CWE: 398"")"
"2","2.19.0","constVariablePointer","style","Variable &#039;state&#039; can be declared as pointer to const","Variable &#039;state&#039; can be declared as pointer to const","398","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","517","25","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L517"", ""\Modules\termios.c#L517"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/398.html"", ""CWE: 398"")"
"2","2.19.0","unusedVariable","style","Unused variable: r","Unused variable: r","563","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","103","9","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L103"", ""\Modules\termios.c#L103"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/563.html"", ""CWE: 563"")"
"2","2.19.0","unusedVariable","style","Unused variable: r","Unused variable: r","563","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","212","9","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L212"", ""\Modules\termios.c#L212"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/563.html"", ""CWE: 563"")"
"2","2.19.0","unusedVariable","style","Unused variable: r","Unused variable: r","563","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","301","9","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L301"", ""\Modules\termios.c#L301"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/563.html"", ""CWE: 563"")"
"2","2.19.0","unusedVariable","style","Unused variable: r","Unused variable: r","563","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","328","9","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L328"", ""\Modules\termios.c#L328"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/563.html"", ""CWE: 563"")"
"2","2.19.0","unusedVariable","style","Unused variable: r","Unused variable: r","563","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","360","9","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L360"", ""\Modules\termios.c#L360"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/563.html"", ""CWE: 563"")"
"2","2.19.0","unusedVariable","style","Unused variable: r","Unused variable: r","563","","C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\termios.c","392","9","","=HYPERLINK(""https://github.com/lawrencekim5/SCAMR_Helper_SampleSourceCode/blob/main/\Modules\termios.c#L392"", ""\Modules\termios.c#L392"")","=HYPERLINK(""https://cwe.mitre.org/data/definitions/563.html"", ""CWE: 563"")"
