version,version2,id,severity,msg,verbose,cwe,inconclusive,file,line,column,info
2,2.19.0,missingIncludeSystem,information,Include file: &lt;limits.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,Include file: &lt;limits.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_hacl\Lib_Memzero0.c,40,2,
2,2.19.0,missingIncludeSystem,information,Include file: &lt;inttypes.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,Include file: &lt;inttypes.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_hacl\Lib_Memzero0.c,41,2,
2,2.19.0,missingInclude,information,Include file: &quot;krml/internal/target.h&quot; not found.,Include file: &quot;krml/internal/target.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_hacl\Lib_Memzero0.c,45,2,
2,2.19.0,missingIncludeSystem,information,Include file: &lt;string.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,Include file: &lt;string.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_hacl\Lib_Memzero0.c,31,2,
2,2.19.0,missingIncludeSystem,information,Include file: &lt;strings.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,Include file: &lt;strings.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_hacl\Lib_Memzero0.c,35,2,
2,2.19.0,missingIncludeSystem,information,Include file: &lt;AvailabilityMacros.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,Include file: &lt;AvailabilityMacros.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_hacl\Lib_Memzero0.c,12,2,
2,2.19.0,missingIncludeSystem,information,Include file: &lt;windows.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,Include file: &lt;windows.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_hacl\Lib_Memzero0.c,8,2,
2,2.19.0,toomanyconfigs,information,Too many #ifdef configurations - cppcheck only checks 12 of 13 configurations. Use --force to check all configurations.,Too many #ifdef configurations - cppcheck only checks 12 of 13 configurations. Use --force to check all configurations.,398,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_hacl\Lib_Memzero0.c,0,,
2,2.19.0,missingInclude,information,Include file: &quot;Python.h&quot; not found.,Include file: &quot;Python.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.c,10,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_abstract.h&quot; not found.,Include file: &quot;pycore_abstract.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.c,11,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_interp.h&quot; not found.,Include file: &quot;pycore_interp.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.c,12,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_long.h&quot; not found.,Include file: &quot;pycore_long.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.c,13,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_pyerrors.h&quot; not found.,Include file: &quot;pycore_pyerrors.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.c,14,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_pystate.h&quot; not found.,Include file: &quot;pycore_pystate.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.c,15,2,
2,2.19.0,normalCheckLevelMaxBranches,information,Limiting analysis of branches. Use --check-level=exhaustive to analyze all branches.,Limiting analysis of branches. Use --check-level=exhaustive to analyze all branches.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.c,0,,
2,2.19.0,missingIncludeSystem,information,Include file: &lt;sys/stat.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,Include file: &lt;sys/stat.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.c,24,2,
2,2.19.0,missingIncludeSystem,information,Include file: &lt;sys/types.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,Include file: &lt;sys/types.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.c,20,2,
2,2.19.0,missingIncludeSystem,information,Include file: &lt;windows.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,Include file: &lt;windows.h&gt; not found. Please note: Cppcheck does not need standard library headers to get proper results.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.c,28,2,
2,2.19.0,missingInclude,information,Include file: &quot;exports.h&quot; not found.,Include file: &quot;exports.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,5,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_moduleobject.h&quot; not found.,Include file: &quot;pycore_moduleobject.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,7,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_typeobject.h&quot; not found.,Include file: &quot;pycore_typeobject.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,8,2,
2,2.19.0,missingInclude,information,Include file: &quot;structmember.h&quot; not found.,Include file: &quot;structmember.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,9,2,
2,2.19.0,missingInclude,information,Include file: &quot;exports.h&quot; not found.,Include file: &quot;exports.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,5,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_moduleobject.h&quot; not found.,Include file: &quot;pycore_moduleobject.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,7,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_typeobject.h&quot; not found.,Include file: &quot;pycore_typeobject.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,8,2,
2,2.19.0,missingInclude,information,Include file: &quot;structmember.h&quot; not found.,Include file: &quot;structmember.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,9,2,
2,2.19.0,missingInclude,information,Include file: &quot;exports.h&quot; not found.,Include file: &quot;exports.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,5,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_moduleobject.h&quot; not found.,Include file: &quot;pycore_moduleobject.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,7,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_typeobject.h&quot; not found.,Include file: &quot;pycore_typeobject.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,8,2,
2,2.19.0,missingInclude,information,Include file: &quot;structmember.h&quot; not found.,Include file: &quot;structmember.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,9,2,
2,2.19.0,missingInclude,information,Include file: &quot;exports.h&quot; not found.,Include file: &quot;exports.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,5,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_moduleobject.h&quot; not found.,Include file: &quot;pycore_moduleobject.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,7,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_typeobject.h&quot; not found.,Include file: &quot;pycore_typeobject.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,8,2,
2,2.19.0,missingInclude,information,Include file: &quot;structmember.h&quot; not found.,Include file: &quot;structmember.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,9,2,
2,2.19.0,missingInclude,information,Include file: &quot;exports.h&quot; not found.,Include file: &quot;exports.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,5,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_moduleobject.h&quot; not found.,Include file: &quot;pycore_moduleobject.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,7,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_typeobject.h&quot; not found.,Include file: &quot;pycore_typeobject.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,8,2,
2,2.19.0,missingInclude,information,Include file: &quot;structmember.h&quot; not found.,Include file: &quot;structmember.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,9,2,
2,2.19.0,missingInclude,information,Include file: &quot;exports.h&quot; not found.,Include file: &quot;exports.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,5,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_moduleobject.h&quot; not found.,Include file: &quot;pycore_moduleobject.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,7,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_typeobject.h&quot; not found.,Include file: &quot;pycore_typeobject.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,8,2,
2,2.19.0,missingInclude,information,Include file: &quot;structmember.h&quot; not found.,Include file: &quot;structmember.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,9,2,
2,2.19.0,missingInclude,information,Include file: &quot;exports.h&quot; not found.,Include file: &quot;exports.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,5,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_moduleobject.h&quot; not found.,Include file: &quot;pycore_moduleobject.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,7,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_typeobject.h&quot; not found.,Include file: &quot;pycore_typeobject.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,8,2,
2,2.19.0,missingInclude,information,Include file: &quot;structmember.h&quot; not found.,Include file: &quot;structmember.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,9,2,
2,2.19.0,missingInclude,information,Include file: &quot;exports.h&quot; not found.,Include file: &quot;exports.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,5,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_moduleobject.h&quot; not found.,Include file: &quot;pycore_moduleobject.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,7,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_typeobject.h&quot; not found.,Include file: &quot;pycore_typeobject.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,8,2,
2,2.19.0,missingInclude,information,Include file: &quot;structmember.h&quot; not found.,Include file: &quot;structmember.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\_iomodule.h,9,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_modsupport.h&quot; not found.,Include file: &quot;pycore_modsupport.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\clinic\_iomodule.c.h,9,2,
2,2.19.0,missingInclude,information,Include file: &quot;Python.h&quot; not found.,Include file: &quot;Python.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,10,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_call.h&quot; not found.,Include file: &quot;pycore_call.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,11,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_fileutils.h&quot; not found.,Include file: &quot;pycore_fileutils.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,12,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_object.h&quot; not found.,Include file: &quot;pycore_object.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,13,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_pyerrors.h&quot; not found.,Include file: &quot;pycore_pyerrors.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,14,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_pylifecycle.h&quot; not found.,Include file: &quot;pycore_pylifecycle.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,15,2,
2,2.19.0,missingInclude,information,Include file: &quot;pycore_weakref.h&quot; not found.,Include file: &quot;pycore_weakref.h&quot; not found.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,16,2,
2,2.19.0,normalCheckLevelMaxBranches,information,Limiting analysis of branches. Use --check-level=exhaustive to analyze all branches.,Limiting analysis of branches. Use --check-level=exhaustive to analyze all branches.,,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,0,,
2,2.19.0,missingReturn,error,Found an exit path from function with non-void return type that has missing return statement,Found an exit path from function with non-void return type that has missing return statement,758,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,496,5,
2,2.19.0,missingReturn,error,Found an exit path from function with non-void return type that has missing return statement,Found an exit path from function with non-void return type that has missing return statement,758,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,925,5,
2,2.19.0,missingReturn,error,Found an exit path from function with non-void return type that has missing return statement,Found an exit path from function with non-void return type that has missing return statement,758,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,1791,5,
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;res==NULL&#039; is always true,Condition &#039;res==NULL&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,913,13,Condition &#039;res==NULL&#039; is always true
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;res==NULL&#039; is always true,Condition &#039;res==NULL&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,912,41,"Assignment &#039;res=_bufferedwriter_flush_unlocked(self)&#039;, assigned value is 0"
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;res==NULL&#039; is always true,Condition &#039;res==NULL&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,912,41,Calling function &#039;_bufferedwriter_flush_unlocked&#039; returns 0
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;res==NULL&#039; is always true,Condition &#039;res==NULL&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,973,17,Condition &#039;res==NULL&#039; is always true
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;res==NULL&#039; is always true,Condition &#039;res==NULL&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,972,49,"Assignment &#039;res=buffered_flush_and_rewind_unlocked(self)&#039;, assigned value is 0"
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;res==NULL&#039; is always true,Condition &#039;res==NULL&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,972,49,Calling function &#039;buffered_flush_and_rewind_unlocked&#039; returns 0
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;res==NULL&#039; is always true,Condition &#039;res==NULL&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,1066,17,Condition &#039;res==NULL&#039; is always true
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;res==NULL&#039; is always true,Condition &#039;res==NULL&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,1065,59,"Assignment &#039;res=buffered_flush_and_rewind_unlocked(self)&#039;, assigned value is 0"
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;res==NULL&#039; is always true,Condition &#039;res==NULL&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,1065,59,Calling function &#039;buffered_flush_and_rewind_unlocked&#039; returns 0
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;res==NULL&#039; is always true,Condition &#039;res==NULL&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,1120,17,Condition &#039;res==NULL&#039; is always true
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;res==NULL&#039; is always true,Condition &#039;res==NULL&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,1119,49,"Assignment &#039;res=buffered_flush_and_rewind_unlocked(self)&#039;, assigned value is 0"
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;res==NULL&#039; is always true,Condition &#039;res==NULL&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,1119,49,Calling function &#039;buffered_flush_and_rewind_unlocked&#039; returns 0
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;r==NULL&#039; is always true,Condition &#039;r==NULL&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,1258,15,Condition &#039;r==NULL&#039; is always true
2,2.19.0,knownConditionTrueFalse,style,Condition &#039;r==NULL&#039; is always true,Condition &#039;r==NULL&#039; is always true,571,,C:\Users\lawrence\Desktop\School\GATech\Spring 2026\PUBP 6727 Cyber Sec Practicum\SourceCodeRepos\GitHub\SCAMR_Helper_SampleSourceCode\Modules\_io\bufferedio.c,1257,57,"Assignment &#039;r=buffered_flush_and_rewind_unlocked(self)&#039;, assigned value is 0"
